,id,content
270,{J7R2-U0OV78TB-7924CPRH},"[(50, 0.64478606), (86, 0.33122405)]"
271,{I9B7-D8LL61HN-8362OHEO},"[(3, 0.07216692), (66, 0.90384126)]"
272,{K6S8-Q0EZ19TJ-4482QYAY},"[(17, 0.27947375), (61, 0.22036725), (69, 0.4821273)]"
273,{F7Y4-P1MT37LK-5596NNDW},"[(75, 0.43924215), (96, 0.5402658)]"
274,{Y2O2-C7US12BP-8148QVZH},"[(2, 0.89982826), (56, 0.072067365)]"
275,{M5X3-G6NT48TW-4279KUQN},"[(65, 0.3030272), (66, 0.6722354)]"
276,{S9Y5-J3YZ79PW-3631YBUO},"[(7, 0.20214196), (39, 0.7817325)]"
277,{N5P3-H9XD20IK-0207JKPV},"[(4, 0.020286258), (19, 0.61570406), (57, 0.34968975)]"
278,{Z1F9-E0FE65IY-1281FKQB},"[(40, 0.17531617), (70, 0.1264597), (80, 0.074441224), (89, 0.6048868)]"
279,{N2J8-A4RF93GV-5176TIAC},"[(25, 0.15048492), (63, 0.23590314), (67, 0.59452164)]"
280,{E7V7-B1YW16CW-7366DPSW},"[(9, 0.35792542), (53, 0.13518997), (65, 0.4888531)]"
281,{K8I8-X5BX00AK-9589JZXI},"[(23, 0.8596718), (28, 0.118762955)]"
282,{N1G4-M9AE23MQ-7700IYGJ},"[(7, 0.7802318), (49, 0.19689272)]"
283,{U2G3-L0KE00CD-7528PXGK},"[(20, 0.5179025), (36, 0.36673677), (92, 0.098858185)]"
284,{D1W2-G0DV04DJ-0302XZLL},"[(0, 0.3473194), (5, 0.29600513), (84, 0.3407128)]"
285,{F6H5-B3MR48LF-2223ZTWJ},"[(60, 0.15236238), (72, 0.82907885)]"
286,{S4S8-H7NV96SU-2873QABH},"[(6, 0.19105916), (35, 0.35205153), (98, 0.4388582)]"
287,{Z9C2-G5UM62ZE-0749QSYV},"[(21, 0.5907137), (92, 0.18224019), (95, 0.21134323)]"
288,{X7T0-Y3KH82VP-6054NOTQ},"[(37, 0.97689265)]"
289,{W8E9-U4MZ30RO-3554NWXI},"[(27, 0.69272226), (41, 0.28760436)]"
290,{M3B2-R1AQ44WL-1956WRPK},"[(10, 0.035298575), (18, 0.41359836), (20, 0.378189), (92, 0.15737101)]"
291,{D8J4-R9AF39UI-2854OKUU},"[(4, 0.9707751)]"
292,{Y5U7-N3RF02PQ-2817MVPW},"[(9, 0.29992333), (28, 0.04025552), (46, 0.6403487)]"
293,{B6M9-F5OK24SF-1874YCWL},"[(27, 0.97913843)]"
294,{V5X5-X5NX54GL-9904TPDI},"[(29, 0.49707288), (30, 0.48436815)]"
295,{K6S3-O1DO92LM-1056UESV},"[(26, 0.24021427), (33, 0.5209126), (86, 0.22476229)]"
296,{V9I8-I6QU40EV-5831COFC},"[(16, 0.3558949), (22, 0.3757034), (62, 0.13162246), (96, 0.118596725)]"
297,{S3X4-Z1KE49EC-9485DMCH},"[(76, 0.5198293), (87, 0.45557922)]"
298,{N0Y9-U8ZF09CA-9233QUOC},"[(26, 0.10618999), (49, 0.07445073), (52, 0.80524766)]"
299,{V7F6-E4CJ21TQ-9926SGHA},"[(32, 0.60300875), (74, 0.38162142)]"
300,{X7D4-S7CV08WX-2789LAYI},"[(85, 0.978857)]"
301,{D7S7-F4VD09BH-4165UATX},"[(9, 0.40077907), (64, 0.57463026)]"
302,{W3G9-T7YG32AI-7030YILH},"[(31, 0.30240947), (82, 0.6814664)]"
303,{V9E6-O9QN65LT-7792GTKE},"[(2, 0.4830652), (17, 0.12720783), (32, 0.37451398)]"
304,{Q7X0-F6YV38LV-4020DPDP},"[(0, 0.49426717), (13, 0.10782366), (73, 0.38194773)]"
305,{W3I3-H4EO78ZI-8799WOOH},"[(22, 0.20394512), (73, 0.7741953)]"
306,{F3E2-W8NW73TW-7026TZEC},"[(64, 0.91094995), (93, 0.07013413)]"
307,{Z8E6-T9MA70YV-8102VAPX},"[(1, 0.19786094), (3, 0.588423), (84, 0.196406)]"
308,{Y2Z0-R2JG03IL-8583ZZKR},"[(26, 0.20036799), (59, 0.7837669)]"
309,{S1W4-C1XE76YC-6661EYKE},"[(16, 0.20866928), (37, 0.76544446)]"
310,{S3A0-Z0LB82YI-3500EDWC},"[(50, 0.6165239), (69, 0.36112157)]"
311,{I7R1-F8EO47VU-1111OEST},"[(49, 0.9599509), (66, 0.019972047)]"
312,{Y8A7-S2DX27NQ-8426NMZD},"[(32, 0.9707762)]"
313,{J3B0-A8QQ83EJ-6885MOCV},"[(3, 0.27750233), (56, 0.6834818), (74, 0.017380197)]"
314,{J6A1-D4GP75OE-1151STXS},"[(12, 0.98089063)]"
315,{K9G1-O3PT35QD-0822XJSI},"[(93, 0.966025)]"
316,{F8C1-F3RA01LG-0038NLAI},"[(41, 0.14020634), (75, 0.26523146), (93, 0.57860035)]"
317,{S2L9-G6ST63RV-4975HGCY},"[(16, 0.08294078), (71, 0.902377)]"
318,{L8B4-Y6AB11FY-6130BCLQ},"[(71, 0.97384995)]"
319,{E7T1-T3CU54FV-0801XWQW},"[(32, 0.78756064), (40, 0.19236584)]"
320,{B3J6-J0AJ03HC-8711DFQH},"[(44, 0.97741836)]"
321,{A4D1-D7KR72HZ-5693IYOU},"[(11, 0.2560201), (40, 0.72730994)]"
322,{X2H7-G6AH87MA-4303IDQG},"[(10, 0.9745235)]"
323,{I8S1-T7EB80JQ-5840HZAJ},"[(10, 0.27764243), (11, 0.6971383)]"
324,{R0Q8-N0TH34ZZ-0774ZTBA},"[(47, 0.027347418), (49, 0.80168307), (95, 0.15643707)]"
325,{J4V4-Q0VJ53DL-1409EWJO},"[(29, 0.3767019), (77, 0.6004215)]"
326,{E0V2-P5SQ90QZ-3163JKIF},"[(7, 0.88644946), (40, 0.09012933)]"
327,{N0L2-K4LX13QP-6902CURO},"[(42, 0.71826625), (78, 0.048731484), (93, 0.21594852)]"
328,{U1G1-Z7GC18ED-1094HUMK},"[(92, 0.67004615), (98, 0.31327698)]"
329,{B6C0-K2WX90NX-0633GJFH},"[(78, 0.97385633)]"
330,{O4U1-A9SY30AB-4283CUGR},"[(25, 0.40763876), (27, 0.57268786)]"
331,{X9G7-J8AS63OK-2057XTNO},"[(5, 0.09751413), (17, 0.87961215)]"
332,{M8E1-L3QS68VI-9189IBHH},"[(6, 0.30845183), (25, 0.06460159), (48, 0.6037638)]"
333,{K6Y9-C9CE26QV-0451VESF},"[(17, 0.54120564), (26, 0.016938081), (65, 0.41867384)]"
334,{S4C4-M7SQ98PN-6358VBQG},"[(78, 0.97385633)]"
335,{C8T4-J8VH41GA-1687QGFQ},"[(13, 0.6425353), (37, 0.23479417), (61, 0.10319781)]"
336,{W7M6-B4CU05RZ-5875KKNH},"[(39, 0.14760292), (60, 0.22707628), (63, 0.60623056)]"
337,{O2D5-T4VT02TX-3901LBGG},"[(73, 0.9860042)]"
338,{P4F6-M6PZ41NY-6925YAQT},"[(15, 0.62471634), (45, 0.35941806)]"
339,{F1A4-O9SK69XH-5328WFNM},"[(58, 0.12478824), (97, 0.85592425)]"
340,{A2F6-P7OX44IP-5712SUKD},"[(8, 0.4100159), (20, 0.204168), (22, 0.12593144), (73, 0.016856747), (87, 0.22959639)]"
341,{R1D6-T0KB52ZO-9763BLOO},"[(38, 0.14171001), (60, 0.8404049)]"
342,{O1Y4-L6EL05UJ-2876CYHH},"[(5, 0.977418)]"
343,{E6R3-H4XB79JI-4047PZGH},"[(35, 0.6648524), (91, 0.13822834), (95, 0.18121524)]"
344,{B8Y3-R8AE79QY-6591QGNA},"[(86, 0.9812534)]"
345,{B1M2-X8MM80BD-4344KPJU},"[(36, 0.0997847), (64, 0.44416848), (82, 0.43834293)]"
346,{W2W9-J8YP80QB-6652FSNS},"[(12, 0.1669383), (84, 0.8107046)]"
347,{I6F7-G8OT12DN-4734JIBS},"[(63, 0.118755504), (81, 0.86075294)]"
348,{G0K9-U1BP84RF-2811GWLS},"[(52, 0.3972355), (65, 0.5838468)]"
349,{X0N3-B2XG74UG-2548XUGR},"[(31, 0.29314867), (39, 0.568505), (56, 0.12126387)]"
350,{V7T0-N2LC25JY-8334UFRG},"[(25, 0.7035834), (49, 0.27592343)]"
351,{B6Z2-X9WI03CD-7221NEXX},"[(14, 0.21306837), (20, 0.08206329), (77, 0.6871646)]"
352,{H6X4-D7RJ41WH-4975YDCP},"[(19, 0.33030176), (27, 0.29955852), (45, 0.35141435)]"
353,{M2K4-K5AZ85KS-0472EATE},"[(53, 0.26863733), (81, 0.7141043)]"
354,{E2J7-T3NN75NA-4935JCHS},"[(12, 0.3859194), (33, 0.5326412), (48, 0.06521313)]"
355,{D9U2-S4UB36LK-3840WEHJ},"[(18, 0.32892305), (20, 0.027752945), (95, 0.623039)]"
356,{U4T3-M1NG18UX-7128NNMQ},"[(11, 0.3678372), (30, 0.61208713)]"
357,{I8R7-N2UJ48HZ-4248KJMM},"[(81, 0.18442751), (90, 0.797689)]"
358,{P2W2-B0TG80RR-6904ZSLO},"[(1, 0.7512217), (12, 0.23238687)]"
359,{O1T9-G3VG30JD-4164CITO},"[(20, 0.29481724), (23, 0.13630888), (66, 0.5490033)]"
360,{T6Z7-R4KR86WP-5351IGRZ},"[(58, 0.051761054), (74, 0.928564)]"
361,{Z3P2-I3SD84ZD-9442IYNK},"[(31, 0.03770722), (37, 0.9376996)]"
362,{Z0W3-F9NH85AS-6583COAZ},"[(39, 0.80807334), (93, 0.17525414)]"
363,{S2D1-S9EV32BB-3842YLDV},"[(16, 0.87566334), (49, 0.10577821)]"
364,{H7M9-X1HF45HA-0578EKMJ},"[(7, 0.2177338), (66, 0.7576757)]"
365,{B7V6-X8MC52ZA-3103CEXL},"[(10, 0.27722645), (71, 0.6981803)]"
366,{P9Z9-F2CN74ZA-0075WMEA},"[(6, 0.017786385), (51, 0.9632976)]"
367,{H6Y6-Q9ZB32TO-1346SWSE},"[(31, 0.03131019), (55, 0.35984337), (61, 0.5923434)]"
368,{A6J7-X1HQ96LB-5586JYKK},"[(30, 0.2327691), (55, 0.5846493), (90, 0.16607578)]"
369,{G3O6-A2VH16UO-3517KUBF},"[(40, 0.57891107), (79, 0.40395224)]"
370,{W9H2-S5CI81VW-2544FHNN},"[(8, 0.53115666), (16, 0.4183119), (87, 0.032162514)]"
371,{B0J6-O5AM19UK-2379WJPY},"[(8, 0.9751586)]"
372,{H4D9-N3NX97EM-5103DSGF},"[(5, 0.037000094), (76, 0.4624181), (90, 0.4762409)]"
373,{B2M7-B8WD35LH-9457FAWL},"[(13, 0.6735234), (27, 0.30360144)]"
374,{J5T3-E6TZ20NH-8695REBU},"[(7, 0.14666475), (24, 0.7040417), (34, 0.1271653)]"
375,{D3C8-M7XX43HA-1466XPBN},"[(22, 0.014106912), (49, 0.66895235), (85, 0.3001541)]"
376,{C7T8-T8FS59TB-9250UUIF},"[(20, 0.7803507), (38, 0.19779144)]"
377,{O4T7-W6BP64RY-2252SYUJ},"[(35, 0.10632727), (63, 0.234611), (79, 0.6120863), (82, 0.029125588)]"
378,{S2Y2-L8UI81WB-1517BJZU},"[(57, 0.86064225), (84, 0.12147374)]"
379,{X4K5-D1JY48FV-3075WTBZ},"[(11, 0.44092542), (20, 0.5333424)]"
380,{D1D5-V1PT91SN-2313FCJK},"[(2, 0.43564984), (31, 0.16241835), (34, 0.097318485), (45, 0.29001266)]"
381,{L8R3-B3RD08QV-4800XJHN},"[(3, 0.9768924)]"
382,{Y8Q0-Y5XT26EE-2615CARN},"[(23, 0.6031415), (90, 0.37450206)]"
383,{A8Y9-J6CR12WL-1981VVCM},"[(36, 0.39799994), (98, 0.5827122)]"
384,{I1E8-W3MP35VD-0197LYEZ},"[(16, 0.5758518), (49, 0.12644006), (88, 0.28249514)]"
385,{J3U2-B5LJ71LJ-3625IMWT},"[(9, 0.7009259), (41, 0.28118894)]"
386,{C7G5-X6ML07OP-1769PWSV},"[(60, 0.66779417), (79, 0.31034666)]"
387,{O3X8-Y7RA85NP-4227PNJF},"[(27, 0.14331952), (35, 0.62153214), (72, 0.21711786)]"
388,{F9S1-K8MR89TI-2420GRIP},"[(76, 0.028699182), (80, 0.9523837)]"
389,{P2L1-E6TT46ZD-0597JCMK},"[(89, 0.9768903)]"
390,{G3W6-R7VV03RN-4031WBNF},"[(20, 0.49548745), (25, 0.014114078), (74, 0.47130772)]"
391,{Q7M6-U7XN24SI-9900CCNG},"[(44, 0.9791443)]"
392,{W3O9-X4YC48XF-2118YKKH},"[(37, 0.44423687), (73, 0.03217017), (89, 0.5049282)]"
393,{Y4H5-W7FQ18AH-5766UGTP},"[(24, 0.19663297), (45, 0.59384745), (49, 0.19430576)]"
394,{G8M7-K9SH22TK-1884EFIR},"[(35, 0.97631633)]"
395,{K2X1-Y7EE25VU-1303QHBE},"[(80, 0.98089105)]"
396,{J5L4-I4EZ78NN-2234JLNH},"[(79, 0.5705228), (92, 0.41410702)]"
397,{C1I0-R9SS32QC-4850HXAH},"[(37, 0.104468375), (59, 0.049962297), (83, 0.8303568)]"
398,{G7I7-F2AU88UI-8386JWEQ},"[(13, 0.07793417), (91, 0.908949)]"
399,{S2T9-U1FI05MF-2827FEKH},"[(63, 0.1387004), (69, 0.24195683), (99, 0.6031144)]"
400,{X4D3-J7WJ64DQ-1710MNXF},"[(11, 0.34921733), (45, 0.6335375)]"
401,{Y0Z6-E3JG76HM-5574LXAI},"[(13, 0.24169132), (34, 0.7386364)]"
402,{T2U4-L8KU85MB-0547CWQD},"[(39, 0.8968053), (54, 0.08352093)]"
403,{Q5J8-R1CU56EI-4265SARX},"[(69, 0.53302765), (82, 0.45271662)]"
404,{G5U1-S5EF76AG-4847AQSB},"[(20, 0.8581844), (86, 0.12393093)]"
405,{X2H8-W7CK02VM-7045GQUD},"[(69, 0.48148376), (72, 0.50063014)]"
406,{H4Y4-V3UP24NC-2485CIEG},"[(47, 0.046987582), (87, 0.934453)]"
407,{A4Z4-B6SZ95ZA-1879WKVX},"[(17, 0.15677367), (46, 0.33125374), (49, 0.49324805)]"
408,{K1N7-L3MY40UU-4862LSDH},"[(53, 0.84370005), (78, 0.13873264)]"
409,{G0L0-F4LS71YR-7061BXZW},"[(27, 0.96517), (89, 0.01627322)]"
410,{J9J4-M3TU73JH-3498IPKZ},"[(54, 0.96573836)]"
411,{P8P6-S8GA94KC-7867VOVP},"[(26, 0.6760879), (40, 0.21938679), (70, 0.087138124)]"
412,{G4C3-S1II68AI-3916YXPG},"[(74, 0.08080447), (83, 0.89781153)]"
413,{E5N2-N1QH12GX-0566QJLD},"[(31, 0.098254025), (55, 0.022198245), (65, 0.045394402), (83, 0.8172472)]"
414,{W8M7-G0KT15FX-1060IZOF},"[(65, 0.8451868), (83, 0.13343138)]"
415,{K3A7-V4AN26SV-3299YSJA},"[(39, 0.12686041), (40, 0.06954482), (46, 0.5055006), (90, 0.28118774)]"
416,{E0H6-W9EK54YF-7203QUAA},"[(22, 0.95150435), (32, 0.0275667)]"
417,{P8C9-N6UF68XO-8360UVAV},"[(76, 0.02738097), (96, 0.9512373)]"
418,{V2Q5-Z3SE27XB-1198JGUB},"[(73, 0.7984871), (90, 0.18058275)]"
419,{U1G2-B5EC05JC-8707SVCC},"[(81, 0.9788592)]"
420,{W5J3-V7KC52XC-9752TUGI},"[(15, 0.98051596)]"
421,{D1D0-P4HM54FD-6433LNIM},"[(40, 0.865613), (80, 0.10577836), (93, 0.011820846)]"
422,{V9R2-F0SZ94EA-2534FQQM},"[(46, 0.01996898), (64, 0.5020542), (72, 0.35488153), (78, 0.10827101)]"
423,{O8V1-L5CO34TK-2704AVIP},"[(10, 0.5302535), (38, 0.343828), (78, 0.106827974)]"
424,{I8B3-S8YK78YT-6879YGVF},"[(25, 0.8454598), (28, 0.13758099)]"
425,{G8P3-G5SC10MH-4708KFGM},"[(2, 0.43943116), (27, 0.53657883)]"
426,{B7N9-R0WK35PZ-3950FGSB},"[(44, 0.3728743), (58, 0.5629285), (66, 0.04536161)]"
427,{P7G9-Q3NF25IB-3163FZCL},"[(88, 0.033461608), (95, 0.9468658)]"
428,{T8L2-M8UD04BA-0589EKEE},"[(9, 0.42454576), (50, 0.55146515)]"
429,{M2H9-N0EM81KK-5282GXPG},"[(2, 0.07189873), (55, 0.7991937), (78, 0.109036475)]"
430,{G1V7-Y9LN51QG-1805FQLP},"[(10, 0.12180838), (65, 0.53678703), (81, 0.31927612)]"
431,{Y0W2-A5HE79GZ-3944PQQV},"[(79, 0.97972006)]"
432,{U3R0-Z6GJ42WX-9457NOJD},"[(21, 0.11530396), (66, 0.19559765), (78, 0.6669694)]"
433,{K2I8-M3QV97RF-2736QAOM},"[(38, 0.22126447), (55, 0.52594286), (87, 0.22961137)]"
434,{O1N9-O6KH48IA-1176XMQX},"[(9, 0.763713), (29, 0.10040833), (89, 0.118491516)]"
435,{P1N2-P7UX65LJ-5991LPEC},"[(3, 0.41416633), (73, 0.29914334), (81, 0.26866034)]"
436,{B7T6-B1EQ83DL-5911NOCR},"[(40, 0.14874406), (74, 0.83612263)]"
437,{C3E4-Y7AX24JW-8688IPUQ},"[(4, 0.109251395), (99, 0.87286484)]"
438,{I8Z5-X3JY00PJ-7848VEAE},"[(73, 0.5805816), (91, 0.2986598), (93, 0.100044064)]"
439,{L6R1-H1TD34JM-3829DFWE},"[(96, 0.98161286)]"
440,{K1I2-X5CU18QI-4083JGTG},"[(47, 0.16304442), (51, 0.6419749), (86, 0.18000256)]"
441,{V2O9-T5AX44QN-6067IEAJ},"[(4, 0.34556654), (99, 0.6365502)]"
442,{A1F0-H9LR32VF-1877GPJX},"[(10, 0.25497827), (53, 0.71906734)]"
443,{O6R6-B8DK77DF-7966NHSM},"[(11, 0.19913362), (36, 0.41894248), (54, 0.36120674)]"
444,{B8Z3-F2IF45MU-6420VFCT},"[(45, 0.52507746), (55, 0.4539944)]"
445,{A5G7-P8WK94SN-9743FCJA},"[(7, 0.029279752), (11, 0.68146217), (48, 0.27088714)]"
446,{B1R8-W9TE60LP-0302MAIP},"[(45, 0.6531058), (63, 0.32596537)]"
447,{F2B9-U6AT39SR-1453VULD},"[(40, 0.06535547), (75, 0.91415423)]"
448,{K9U5-C7BY37ZV-2459FRXF},"[(20, 0.978858)]"
449,{N5E0-H7RL56HP-0992HRJB},"[(7, 0.590543), (43, 0.19934875), (93, 0.19440396)]"
450,{V8D5-H8GU55DQ-7048HLNQ},"[(26, 0.19102284), (29, 0.78848463)]"
451,{G9S4-D0YJ90NH-4718CCIZ},"[(10, 0.3311022), (50, 0.18057872), (61, 0.46760246)]"
452,{M3T6-C8GE85YC-9795QNMR},"[(11, 0.7005332), (36, 0.20761448), (83, 0.074144065)]"
453,{I5I6-E8ML55UE-0482XRWI},"[(60, 0.27352616), (67, 0.71085984)]"
454,{I0G5-Z3DY46EH-4719UOJM},"[(4, 0.98422766)]"
455,{R4Q5-A5CV41IK-8429CDHF},"[(42, 0.7653199), (54, 0.024697464), (63, 0.02562476), (70, 0.16683766)]"
456,{M3R4-Y8WI66UG-6359FPAL},"[(14, 0.20751907), (25, 0.3964333), (48, 0.1034868), (98, 0.27594602)]"
457,{B5S1-R1DP37FT-6748JXID},"[(49, 0.75093436), (52, 0.23118147)]"
458,{W0A9-N0RY94MD-8193GQED},"[(8, 0.16287665), (22, 0.81313336)]"
459,{I0H7-I9KX98JA-3575XKRO},"[(50, 0.15478078), (69, 0.8154116)]"
460,{O6Z9-M4GP83UM-3716REEA},"[(1, 0.6355662), (2, 0.106782064), (68, 0.23693414)]"
461,{Q1O1-S9YO96EH-4384ERNN},"[(12, 0.9044496), (97, 0.06574379)]"
462,{F5W0-B3JG72AQ-8666UAKG},"[(27, 0.9757646)]"
463,{B0G7-Z8VR28SX-1626NVLU},"[(1, 0.12247327), (5, 0.665646), (23, 0.19240794)]"
464,{V0S7-F6DW73LQ-9096GOIX},"[(27, 0.97178614)]"
465,{U0X4-L4RN05NI-8512JKHZ},"[(5, 0.92516154), (80, 0.055165555)]"
466,{E3C2-Y8KU85WX-8899AUHQ},"[(43, 0.15370451), (70, 0.25673768), (72, 0.17556609), (77, 0.39916605)]"
467,{X0M9-Q4NL09CD-7431UVEA},"[(11, 0.19904357), (29, 0.42666304), (43, 0.07948788), (51, 0.022461768), (64, 0.25767362)]"
468,{B5U3-G0TJ46IW-8953PKWK},"[(52, 0.74100333), (65, 0.24386376)]"
469,{J9U9-C3QE32DZ-6616BYPZ},"[(21, 0.96988654)]"
470,{M1Q9-H7LQ96RV-9300DEKK},"[(37, 0.9814958)]"
471,{H6D3-J7ED63RL-2076NKCA},"[(19, 0.8639049), (84, 0.10628211)]"
472,{R1K7-H3KD16TP-4542GNTT},"[(3, 0.044122495), (24, 0.80136496), (38, 0.13542062)]"
473,{A7I0-Y8ZO98XF-1585SWMQ},"[(16, 0.035030153), (38, 0.4537092), (68, 0.4727816), (81, 0.019583013)]"
474,{J3L8-X2IU35YU-5778ZHPF},"[(60, 0.37927452), (71, 0.04269426), (90, 0.5606463)]"
475,{R5K5-W5AD00IB-9552JKQG},"[(42, 0.25192255), (55, 0.73051184)]"
476,{I5F2-Z8DX72RF-9023TOAU},"[(10, 0.15535341), (55, 0.27569366), (84, 0.5515663)]"
477,{J3P3-W7DH61PV-3469CHGC},"[(35, 0.27403185), (85, 0.07275317), (89, 0.6341244)]"
478,{E8T9-T5EZ66OW-7854SDHV},"[(23, 0.52195585), (57, 0.42974344), (65, 0.030269576)]"
479,{B4C4-M1TE86QB-0307NZHD},"[(10, 0.58023584), (23, 0.30747247), (59, 0.031811498), (63, 0.06263651)]"
480,{Q0Z9-Y5WX48KG-9888EHIO},"[(58, 0.063180275), (81, 0.9192546)]"
481,{R2V4-L8OS80GM-5893VGUR},"[(35, 0.08437584), (85, 0.8963395)]"
482,{X5X8-I2MD83UG-4011QGEP},"[(45, 0.9788607)]"
483,{M6F3-C4FO14HL-6762EGGO},"[(6, 0.4994389), (46, 0.48389012)]"
484,{E2U1-L5MQ25SX-1576DJGA},"[(3, 0.17162278), (26, 0.1559835), (92, 0.64805067)]"
485,{A4D8-X8GB87EU-4952PDMC},"[(4, 0.10104497), (43, 0.7187158), (72, 0.16253647)]"
486,{T1T8-K5CU17XB-4416GIQK},"[(25, 0.11018173), (82, 0.87491566)]"
487,{Y9S2-C5GN85OL-3343OXYL},"[(26, 0.27443603), (60, 0.7088929)]"
488,{R1C9-T8OK45HP-0690AQVB},"[(0, 0.6198852), (30, 0.35918874)]"
489,{E8M8-K0RC40IG-7617NBUJ},"[(22, 0.97839993)]"
490,{H9S5-E9LQ52TF-2606USPX},"[(81, 0.9751605)]"
491,{G9H8-Z0UF68RF-2683PKAY},"[(41, 0.074672416), (67, 0.8805824), (90, 0.027043205)]"
492,{L1Z3-Y6XL99SI-7754IUMN},"[(36, 0.24758874), (84, 0.5407033), (94, 0.19695584)]"
493,{L1Y0-A6II12WY-8846DNXO},"[(8, 0.8443217), (43, 0.13900626)]"
494,{S7B8-Z5YK46NU-9665XQEE},"[(7, 0.08668179), (23, 0.8919343)]"
495,{E1E6-O0FD10DB-0515NIII},"[(15, 0.18824144), (18, 0.79168254)]"
496,{V8F2-R2JT72OP-3536XGGD},"[(42, 0.24206153), (44, 0.43931392), (91, 0.30183738)]"
497,{X3C2-X5LT20UJ-3610DWTS},"[(7, 0.39891306), (8, 0.57450056)]"
498,{Y9M2-E3NT41LF-2949NYDA},"[(4, 0.5506489), (26, 0.43079132)]"
499,{K2Q1-P2FQ26DT-3609UQZJ},"[(23, 0.11839258), (37, 0.3378662), (45, 0.52751404)]"
500,{Q0W8-G6LR04LM-3745TCOE},"[(12, 0.46212587), (83, 0.5140744)]"
501,{C7D2-F8DL95EV-4141FROK},"[(27, 0.061761804), (55, 0.6204314), (98, 0.29793683)]"
502,{Q0J8-U5FN38PA-5114MROQ},"[(28, 0.9414468), (63, 0.039994624)]"
503,{V7C3-P3WT36LL-8250SQLL},"[(78, 0.49043393), (95, 0.49317378)]"
504,{W7V5-F4UI74DW-5152EMST},"[(13, 0.94941515), (44, 0.021286644)]"
505,{J1J3-P4HE59CL-3914CQLC},"[(28, 0.6739521), (88, 0.30992252)]"
506,{C3B8-F3RZ55EM-1972UEDX},"[(34, 0.18731108), (38, 0.20318793), (80, 0.4270917), (81, 0.05264364), (96, 0.11413154)]"
507,{N4A4-R8BW16WR-2829POUD},"[(37, 0.97972155)]"
508,{Y4M4-I7RQ95SV-9256WPMS},"[(0, 0.0113949925), (37, 0.5597135), (82, 0.11595646), (97, 0.29632226)]"
509,{Z9D3-A6UJ35MF-6567NANO},"[(69, 0.9645113)]"
510,{X8S9-V2DS75RG-0645QXJA},"[(25, 0.6106205), (82, 0.23558365), (88, 0.13640957)]"
511,{Y4H6-D0HI33DA-8098XUKN},"[(12, 0.20974436), (81, 0.10895218), (99, 0.66677046)]"
512,{W0T0-S0OM38DM-3547UBOO},"[(4, 0.73208153), (12, 0.1554071), (53, 0.09512478)]"
513,{U3C2-Q6FT51XP-3896LLJZ},"[(14, 0.9017555), (26, 0.08185092)]"
514,{Q8C8-P4FY52VE-5520QHGD},"[(71, 0.19022095), (87, 0.7933855)]"
515,{J5H0-H8DP11IZ-4216TOAL},"[(33, 0.18378925), (40, 0.7969232)]"
516,{X6A7-O9DI67ON-6553IXGU},"[(52, 0.5122064), (54, 0.46811792)]"
517,{L1F9-G5LV53VP-2913CFQG},"[(14, 0.630178), (47, 0.35053423)]"
518,{P9M0-H9TY25IX-4158RPLY},"[(25, 0.6291518), (40, 0.35117507)]"
519,{I4C5-C0TJ00MR-1860GJVY},"[(45, 0.8992699), (87, 0.08284482)]"
520,{A0U4-T5EF57IU-8724JKYK},"[(73, 0.09712256), (74, 0.8763658)]"
521,{Q5J8-F7AC97TD-5960VTEK},"[(10, 0.96989137)]"
522,{P8T0-Z4AP82AO-9972GAOY},"[(13, 0.05632022), (36, 0.73106825), (97, 0.19189566)]"
523,{B2C6-N1AR17CU-5506WFGL},"[(85, 0.639694), (96, 0.3304974)]"
524,{K7Y4-P7YG93PL-9522NEJP},"[(19, 0.044722587), (57, 0.028547896), (79, 0.9072568)]"
525,{E4J6-F5AI56WX-8200CMGB},"[(43, 0.11724207), (59, 0.86738783)]"
526,{V2F9-S3WJ88DH-7883VQAP},"[(12, 0.57705116), (21, 0.21692863), (72, 0.18654658)]"
527,{O1I7-M3ZA80AE-9189CHJE},"[(22, 0.09678394), (38, 0.727319), (60, 0.15561275)]"
528,{I8I5-S1AA28UW-5550YDTW},"[(54, 0.97400326)]"
529,{G7D5-M7IV27LB-6746QRHQ},"[(73, 0.9364137), (81, 0.04172659)]"
530,{L6D5-N9UW52MQ-2828GICK},"[(14, 0.29830176), (77, 0.68120503)]"
531,{N8J3-S2ZL40ZN-0411KDEQ},"[(7, 0.9315396), (64, 0.051202524)]"
532,{G2O7-D6YP35EX-1227TPOK},"[(54, 0.08920909), (55, 0.76070267), (80, 0.1284511)]"
533,{M1Y6-T6PQ40YA-3063BLMO},"[(27, 0.18851334), (36, 0.5721846), (55, 0.14720759), (59, 0.07576165)]"
534,{R1O0-N2QY32HZ-4182SHAO},"[(41, 0.16940653), (46, 0.31332654), (47, 0.49292454)]"
535,{F1Q3-Q2LM33CI-7286HWKE},"[(6, 0.23083861), (57, 0.106578894), (91, 0.64607954)]"
536,{N6W1-Q9SK31EI-5734LEVQ},"[(36, 0.98315746)]"
537,{I3O6-I1MV63IT-5648MWRG},"[(59, 0.97516006)]"
538,{Z0V2-U6MW93IF-3522LELF},"[(72, 0.65965414), (93, 0.31575167)]"
539,{Q6P2-N3QI04ON-5368UBQJ},"[(34, 0.13379492), (39, 0.48886532), (95, 0.3605525)]"
